0,1,2,3,4,5,6,7,8,9
0.8214303542409612,,0.9819701886733673,,0.8157281852374022,,0.12162525756892191,,0.9035584399168577,
0.8214303542409612,,0.9819701886733673,,0.8157281852374022,,0.12162525756892191,,0.9035584399168577,
0.8122653588851825,0.8707497088831438,0.9819701886733673,0.7305485840357693,0.8089061717752362,,0.09615953034285818,0.1293190483579985,0.9002435076709482,0.7796633977285647
0.8157331949657475,,0.9819701886733673,0.7305485840357693,0.8029739861559614,0.629161384931888,0.08877816013240492,,0.8992044990565587,
0.8121002238337269,0.8655671882508804,0.9819701886733673,0.7305485840357693,0.8090050415355574,0.6319121401420184,0.08804002311135958,0.1147397716980203,0.894900034796945,0.772793878406272
0.8121002238337269,,0.9751618710472816,,0.8048525116020651,,0.0729082141799304,,0.8922282983599433,
0.8118525212565437,0.8676648751734631,0.973484459458246,0.7201552691339643,0.8071265160894537,0.629520179089731,0.08767095460083692,0.1140770773043849,0.8991550224558734,0.7785274929587368
0.8141644119769204,,0.9708203351697777,,0.8089061717752362,0.6294005810371167,0.081027721411429,,0.8981654904421692,
0.8105314408448999,0.8685286286121738,0.973089774378473,0.7214963420245197,0.8069287765688111,,0.07918237885881568,,0.9003424608723186,0.7797715791352151
0.808632387753162,,0.9731884456484161,,0.8047536418417437,0.6266498258269864,0.08804002311135958,0.1273309651770924,0.8841636124482533,
0.8102837382677167,0.8655671882508804,0.9652947440529545,0.7198200009113254,0.8071265160894537,0.6315533459841752,0.07918237885881568,,0.8928714941688513,0.7706302502732664
0.8005407702318439,,0.9686495672310257,,0.8045559023211013,,0.10354090055331143,0.13130713153890464,0.8842625656496237,
0.8161460325943861,0.8760556228637949,0.9772339677160904,0.7251842924735473,0.8027762466353189,0.6290417868792736,0.09726673587442616,,0.8981654904421692,0.7785274929587368
0.8189533284691292,,0.9705243213599478,,0.8089061717752362,0.6320317381946327,0.08840909162188225,0.11540246609165565,0.9003424608723186,
0.805494821775508,0.8687754153089483,0.973484459458246,0.7198200009113254,0.8046547720814226,,0.07955144736933835,,0.8920303919572025,0.7686829849535614
0.8006233377575716,,0.9759512412068277,,0.8048525116020651,0.6267694238796007,0.08840909162188225,0.09088277352714683,0.8833719868372898,
0.802026985694943,0.8531044600637702,0.975655227396998,0.7251842924735473,0.8071265160894537,0.6322709342998615,0.07918237885881568,,0.8941578857866668,0.7707925223832418
0.8021095532206708,,0.9666761418321603,,0.8095982600974849,,0.09689766736390348,0.12998174275163388,0.8843615188509942,
0.8162286001201138,0.8763024095605693,0.9668734843720468,0.7177245745198324,0.8091039112958786,0.6321513362472472,0.09579046183233551,,0.8981654904421692,0.7774997695955591
0.8158983300172029,,0.9668734843720468,,0.8118722645848735,0.6350216895099918,0.08840909162188225,0.1147397716980203,0.899253975657244,
0.8106965758963555,0.8660607616444292,0.9688469097709123,0.7194009156330268,0.8047536418417437,,0.07327728269045307,,0.8891607491174601,0.7655998148640285
0.8092103604332562,,0.9754578848571115,,0.8049513813623863,0.6268890219322151,0.08804002311135958,0.1147397716980203,0.894207362387352,
