Date,Time,Temperature(C),Humidity(%),GPOA(W/M2),EDS/CTRL(#),Voc_Before(V),Voc_After(V),Isc_Before(A),Isc_After(A),Pout_Before(W),Pout_After(W),PR_Before,PR_After,SI_Before,SI_After
9/26/2020,12:0:13,22.22,49.4,0.6,CTRL-PV1,0.55,N/A,0.03,N/A,0.01,N/A,1.39,N/A,73.53,N/A
9/26/2020,12:0:13,22.22,49.4,0.6,CTRL-PV2,0.43,N/A,0.03,N/A,0.01,N/A,1.39,N/A,73.53,N/A
9/26/2020,12:0:13,22.22,49.4,0.6,EDS-PV1,0.8,N/A,0.03,N/A,0.02,N/A,2.78,N/A,73.53,N/A
9/26/2020,12:0:13,22.22,49.4,0.6,EDS-PV2,0.49,N/A,0.03,N/A,0.01,N/A,1.39,N/A,73.53,N/A
9/26/2020,12:0:13,22.22,49.4,0.6,EDS-PV3,0.49,N/A,0.03,N/A,0.01,N/A,1.39,N/A,73.53,N/A
9/26/2020,12:0:13,22.22,49.4,0.598,EDS-PV4,0.62,N/A,0.03,N/A,0.01,N/A,1.39,N/A,73.78,N/A
9/26/2020,12:0:13,22.22,49.4,0.6,EDS-PV5,0.43,N/A,0.03,N/A,0.01,N/A,1.39,N/A,73.53,N/A
9/26/2020,12:0:13,20.12,55.7,0.6,CTRL-PV1,0.55,N/A,0.03,N/A,0.01,N/A,1.39,N/A,73.53,N/A
9/26/2020,12:0:13,20.12,55.7,0.6,CTRL-PV2,0.43,N/A,0.03,N/A,0.01,N/A,1.39,N/A,73.53,N/A
9/26/2020,12:0:13,20.12,55.7,0.6,EDS-PV1,0.86,N/A,0.03,N/A,0.02,N/A,2.78,N/A,73.53,N/A
9/26/2020,12:0:13,20.12,55.7,0.6,EDS-PV2,0.49,N/A,0.04,N/A,0.01,N/A,1.39,N/A,98.04,N/A
9/26/2020,12:0:13,20.12,55.7,0.6,EDS-PV3,0.55,N/A,0.03,N/A,0.01,N/A,1.39,N/A,73.53,N/A
9/26/2020,12:0:13,20.12,55.7,0.6,EDS-PV4,0.68,N/A,0.03,N/A,0.01,N/A,1.39,N/A,73.53,N/A
9/26/2020,12:0:13,20.12,55.7,0.6,EDS-PV5,0.43,N/A,0.03,N/A,0.01,N/A,1.39,N/A,73.53,N/A
9/26/2020,12:0:13,20.12,55.8,0.6,CTRL-PV1,0.55,N/A,0.03,N/A,0.01,N/A,1.39,N/A,73.53,N/A
9/26/2020,12:0:13,20.12,55.8,0.6,CTRL-PV2,0.43,N/A,0.03,N/A,0.01,N/A,1.39,N/A,73.53,N/A
9/26/2020,13:0:2,20.12,55.8,0.6,EDS-PV2,0.49,0.55,0.03,0.03,0.01,0.01,1.39,1.39,73.53,73.53
9/26/2020,13:0:2,20.12,55.8,0.6,CTRL-PV1,0.55,N/A,0.03,N/A,0.01,N/A,1.39,N/A,73.53,N/A
9/26/2020,13:0:2,20.12,55.8,0.6,CTRL-PV2,0.37,N/A,0.03,N/A,0.01,N/A,1.39,N/A,73.53,N/A
9/26/2020,13:0:22,20.02,55.6,0.6,EDS-PV2,0.49,0.49,0.03,0.03,0.01,0.01,1.39,1.39,73.53,73.53
9/26/2020,13:0:40,20.02,55.6,0.6,CTRL-PV1,0.62,N/A,0.03,N/A,0.01,N/A,1.39,N/A,73.53,N/A
9/26/2020,13:0:54,20.02,55.6,0.6,CTRL-PV2,0.43,N/A,0.03,N/A,0.01,N/A,1.39,N/A,73.53,N/A
9/26/2020,13:0:20,20.02,55.6,0.6,EDS-PV2,0.49,0.49,0.03,0.03,0.01,0.01,1.39,1.39,73.53,73.53
9/26/2020,13:0:39,20.02,55.6,0.6,CTRL-PV1,0.55,N/A,0.03,N/A,0.01,N/A,1.39,N/A,73.53,N/A
9/26/2020,13:0:53,20.02,55.6,0.6,CTRL-PV2,0.37,N/A,0.03,N/A,0.01,N/A,1.39,N/A,73.53,N/A
9/27/2020,10:0:4,20.84,57.6,16.027,EDS-PV4,17.98,17.86,0.04,0.04,0.7,0.7,3.64,3.64,3.67,3.67
9/27/2020,10:2:22,20.79,57.6,14.509,CTRL-PV1,16.87,N/A,0.02,N/A,0.33,N/A,1.9,N/A,2.03,N/A
9/27/2020,10:2:36,20.78,57.6,14.319,CTRL-PV2,17.36,N/A,0.04,N/A,0.68,N/A,3.96,N/A,4.11,N/A
9/27/2020,11:0:3,20.85,57.5,13.418,EDS-PV5,17.36,17.73,0.04,0.04,0.68,0.69,4.22,4.29,4.38,4.38
9/27/2020,11:2:22,21.03,57.5,18.685,CTRL-PV1,17.55,N/A,0.04,N/A,0.68,N/A,3.03,N/A,3.15,N/A
9/27/2020,11:2:36,21.07,57.5,19.983,CTRL-PV2,17.79,N/A,0.05,N/A,0.87,N/A,3.63,N/A,3.68,N/A
9/27/2020,11:41:0,25.06,51.9,87.595,EDS-PV1,19.33,19.15,0.06,0.05,1.13,0.93,1.08,0.88,1.01,0.84
9/27/2020,11:43:19,24.43,51.9,69.03,CTRL-PV1,19.33,N/A,0.06,N/A,1.13,N/A,1.36,N/A,1.28,N/A
9/27/2020,11:43:33,24.68,51.9,76.39,CTRL-PV2,19.58,N/A,0.08,N/A,1.53,N/A,1.67,N/A,1.54,N/A
9/27/2020,12:0:3,22.5,53.9,32.445,CTRL-PV1,18.16,N/A,0.04,N/A,0.71,N/A,1.82,N/A,1.81,N/A
9/27/2020,12:0:17,22.48,53.9,31.938,CTRL-PV2,18.35,N/A,0.06,N/A,1.07,N/A,2.79,N/A,2.76,N/A
9/27/2020,12:0:32,22.45,53.9,30.993,EDS-PV1,18.16,N/A,0.04,N/A,0.71,N/A,1.91,N/A,1.9,N/A
9/27/2020,12:0:46,22.42,53.9,30.319,EDS-PV2,17.86,N/A,0.04,N/A,0.7,N/A,1.92,N/A,1.94,N/A
9/27/2020,12:1:1,22.41,53.9,29.841,EDS-PV3,18.04,N/A,0.04,N/A,0.7,N/A,1.95,N/A,1.97,N/A
9/27/2020,12:1:16,22.4,53.9,29.654,EDS-PV4,18.53,N/A,0.05,N/A,0.9,N/A,2.53,N/A,2.48,N/A
9/27/2020,12:1:30,22.41,53.9,29.941,EDS-PV5,18.29,N/A,0.05,N/A,0.89,N/A,2.48,N/A,2.46,N/A
9/27/2020,12:10:0,24.27,54.2,87.861,EDS-PV3,19.09,18.78,0.07,0.05,1.3,0.91,1.23,0.86,1.17,0.84
9/27/2020,12:12:19,23.24,54.2,57.396,CTRL-PV1,19.03,N/A,0.06,N/A,1.11,N/A,1.61,N/A,1.54,N/A
9/27/2020,12:12:33,23.29,54.2,58.952,CTRL-PV2,19.21,N/A,0.1,N/A,1.87,N/A,2.64,N/A,2.49,N/A
9/27/2020,13:0:4,23.11,52.3,32.78,EDS-PV2,17.92,18.35,0.05,0.07,0.87,1.25,2.21,3.18,2.24,3.14
9/27/2020,13:2:22,23.57,52.3,46.483,CTRL-PV1,18.59,N/A,0.05,N/A,0.91,N/A,1.63,N/A,1.58,N/A
9/27/2020,13:2:36,23.62,52.3,47.96,CTRL-PV2,18.84,N/A,0.07,N/A,1.29,N/A,2.24,N/A,2.15,N/A
9/27/2020,15:50:1,21.83,56.3,18.607,EDS-PV3,17.79,17.43,0.04,0.04,0.69,0.68,3.09,3.05,3.16,3.16
9/27/2020,15:52:20,21.74,56.3,15.917,CTRL-PV1,16.62,N/A,0.04,N/A,0.65,N/A,3.4,N/A,3.7,N/A
9/27/2020,15:52:34,21.73,56.3,15.622,CTRL-PV2,17.61,N/A,0.05,N/A,0.86,N/A,4.59,N/A,4.71,N/A
9/28/2020,10:0:1,22.9,54.6,38.545,EDS-PV4,18.84,18.78,0.05,0.05,0.92,0.92,1.99,1.99,1.91,1.91
9/28/2020,10:2:19,22.83,54.6,36.415,CTRL-PV1,18.35,N/A,0.05,N/A,0.89,N/A,2.04,N/A,2.02,N/A
9/28/2020,10:2:33,22.83,54.6,36.409,CTRL-PV2,19.21,N/A,0.06,N/A,1.12,N/A,2.56,N/A,2.42,N/A
9/28/2020,11:0:2,24.96,51.1,64.135,EDS-PV5,20.07,20.13,0.09,0.1,1.76,1.96,2.29,2.55,2.06,2.29
9/28/2020,11:2:20,25.06,51.1,66.933,CTRL-PV1,19.52,N/A,0.06,N/A,1.14,N/A,1.42,N/A,1.32,N/A
9/28/2020,11:2:34,25.07,51.1,67.293,CTRL-PV2,20.13,N/A,0.16,N/A,3.14,N/A,3.89,N/A,3.5,N/A
9/28/2020,11:41:0,30.12,48.3,196.227,EDS-PV1,19.83,19.89,0.06,0.07,1.15,1.35,0.49,0.57,0.45,0.52
9/28/2020,11:43:19,31.04,48.3,223.418,CTRL-PV1,20.13,N/A,0.07,N/A,1.37,N/A,0.51,N/A,0.46,N/A
9/28/2020,11:43:33,30.89,48.3,218.995,CTRL-PV2,20.13,N/A,0.19,N/A,3.71,N/A,1.41,N/A,1.28,N/A
9/28/2020,12:0:4,30.11,46.6,183.998,CTRL-PV1,20.01,N/A,0.07,N/A,1.36,N/A,0.62,N/A,0.56,N/A
9/28/2020,12:0:19,29.7,46.6,171.872,CTRL-PV2,19.89,N/A,0.15,N/A,2.9,N/A,1.41,N/A,1.28,N/A
9/28/2020,12:0:34,29.61,46.6,169.25,EDS-PV1,19.76,N/A,0.06,N/A,1.15,N/A,0.57,N/A,0.52,N/A
9/28/2020,12:0:48,29.38,46.6,162.317,EDS-PV2,19.64,N/A,0.06,N/A,1.14,N/A,0.59,N/A,0.54,N/A
9/28/2020,12:1:3,29.2,46.6,157.173,EDS-PV3,19.09,N/A,0.06,N/A,1.11,N/A,0.59,N/A,0.56,N/A
9/28/2020,12:1:17,28.87,46.6,147.293,EDS-PV4,19.64,N/A,0.07,N/A,1.33,N/A,0.75,N/A,0.7,N/A
9/28/2020,12:1:32,29.18,46.6,156.558,EDS-PV5,19.76,N/A,0.12,N/A,2.3,N/A,1.22,N/A,1.13,N/A
9/28/2020,12:10:0,24.6,48.6,44.408,EDS-PV3,18.16,18.04,0.05,0.05,0.88,0.88,1.65,1.65,1.66,1.66
9/28/2020,12:12:19,24.41,48.6,38.955,CTRL-PV1,18.16,N/A,0.05,N/A,0.88,N/A,1.88,N/A,1.89,N/A
9/28/2020,12:12:33,24.43,48.6,39.37,CTRL-PV2,18.29,N/A,0.07,N/A,1.25,N/A,2.65,N/A,2.61,N/A
9/28/2020,13:0:1,23.79,53.0,52.915,EDS-PV2,18.66,18.72,0.05,0.06,0.91,1.09,1.43,1.72,1.39,1.67
9/28/2020,13:2:19,23.91,53.0,56.575,CTRL-PV1,18.9,N/A,0.06,N/A,1.1,N/A,1.62,N/A,1.56,N/A
9/28/2020,13:2:33,23.91,53.0,56.52,CTRL-PV2,19.09,N/A,0.08,N/A,1.49,N/A,2.2,N/A,2.08,N/A
9/28/2020,15:50:1,21.97,56.7,25.741,EDS-PV3,17.98,18.16,0.04,0.05,0.7,0.89,2.27,2.88,2.29,2.86
9/28/2020,15:52:19,22.04,56.7,27.71,CTRL-PV1,17.67,N/A,0.04,N/A,0.69,N/A,2.08,N/A,2.12,N/A
9/28/2020,15:52:33,22.03,56.7,27.68,CTRL-PV2,18.9,N/A,0.09,N/A,1.66,N/A,5.0,N/A,4.78,N/A
9/29/2020,10:0:1,22.89,52.3,41.076,EDS-PV4,19.03,19.03,0.05,0.05,0.93,0.93,1.89,1.89,1.79,1.79
9/29/2020,10:2:19,22.91,52.3,41.863,CTRL-PV1,18.59,N/A,0.05,N/A,0.91,N/A,1.81,N/A,1.76,N/A
9/29/2020,10:2:33,22.88,52.3,40.965,CTRL-PV2,19.52,N/A,0.08,N/A,1.52,N/A,3.09,N/A,2.87,N/A
9/29/2020,11:0:2,22.78,52.4,31.943,EDS-PV5,18.41,18.47,0.05,0.05,0.9,0.9,2.35,2.35,2.3,2.3
9/29/2020,11:2:20,22.88,52.4,34.922,CTRL-PV1,18.29,N/A,0.05,N/A,0.89,N/A,2.12,N/A,2.11,N/A
9/29/2020,11:2:34,22.88,52.4,35.073,CTRL-PV2,18.47,N/A,0.06,N/A,1.08,N/A,2.57,N/A,2.52,N/A
9/29/2020,11:41:1,30.83,48.8,232.111,EDS-PV1,20.2,20.26,0.06,0.06,1.18,1.18,0.42,0.42,0.38,0.38
9/29/2020,11:43:19,31.37,48.8,248.132,CTRL-PV1,20.38,N/A,0.06,N/A,1.19,N/A,0.4,N/A,0.36,N/A
9/29/2020,11:43:33,31.41,48.8,249.047,CTRL-PV2,20.5,N/A,0.2,N/A,3.98,N/A,1.33,N/A,1.18,N/A
9/29/2020,12:0:1,25.21,46.9,50.718,CTRL-PV1,18.59,N/A,0.05,N/A,0.9,N/A,1.48,N/A,1.45,N/A
9/29/2020,12:0:16,25.22,46.9,50.907,CTRL-PV2,18.66,N/A,0.07,N/A,1.27,N/A,2.08,N/A,2.02,N/A
9/29/2020,12:0:30,25.18,46.9,49.801,EDS-PV1,18.53,N/A,0.05,N/A,0.9,N/A,1.51,N/A,1.48,N/A
9/29/2020,12:0:45,25.18,46.9,49.868,EDS-PV2,18.47,N/A,0.05,N/A,0.9,N/A,1.5,N/A,1.47,N/A
9/29/2020,12:0:59,25.28,46.9,52.663,EDS-PV3,18.41,N/A,0.05,N/A,0.9,N/A,1.42,N/A,1.4,N/A
9/29/2020,12:1:14,25.36,46.9,55.116,EDS-PV4,19.09,N/A,0.06,N/A,1.11,N/A,1.68,N/A,1.6,N/A
9/29/2020,12:1:28,25.26,46.9,52.274,EDS-PV5,18.78,N/A,0.06,N/A,1.1,N/A,1.75,N/A,1.69,N/A
9/29/2020,12:10:0,31.79,45.5,227.766,EDS-PV3,19.27,19.21,0.06,0.06,1.12,1.12,0.41,0.41,0.39,0.39
9/29/2020,12:12:18,32.87,45.5,259.935,CTRL-PV1,20.63,N/A,0.11,N/A,2.2,N/A,0.71,N/A,0.62,N/A
9/29/2020,12:12:32,32.89,45.5,260.361,CTRL-PV2,20.38,N/A,0.21,N/A,4.15,N/A,1.33,N/A,1.19,N/A
9/29/2020,13:0:0,30.62,41.0,142.863,EDS-PV2,19.46,19.03,0.09,0.07,1.7,1.29,0.99,0.75,0.93,0.72
9/29/2020,13:2:19,30.16,41.0,129.242,CTRL-PV1,19.46,N/A,0.08,N/A,1.51,N/A,0.97,N/A,0.91,N/A
9/29/2020,13:2:33,29.68,41.0,114.964,CTRL-PV2,19.21,N/A,0.11,N/A,2.05,N/A,1.49,N/A,1.41,N/A
9/29/2020,15:50:0,22.48,54.3,25.927,EDS-PV3,18.04,18.29,0.05,0.04,0.88,0.71,2.83,2.28,2.84,2.27
9/29/2020,15:52:18,22.55,54.3,28.043,CTRL-PV1,17.86,N/A,0.04,N/A,0.7,N/A,2.08,N/A,2.1,N/A
9/29/2020,15:52:32,22.55,54.3,28.273,CTRL-PV2,18.78,N/A,0.06,N/A,1.1,N/A,3.24,N/A,3.12,N/A
9/30/2020,11:0:1,20.83,63.0,9.8,EDS-PV5,16.87,17.12,0.04,0.04,0.66,0.67,5.61,5.7,6.0,6.0
9/30/2020,11:2:19,20.87,63.0,10.907,CTRL-PV1,16.01,N/A,0.04,N/A,0.62,N/A,4.74,N/A,5.39,N/A
9/30/2020,11:2:34,20.9,63.0,11.788,CTRL-PV2,16.99,N/A,0.04,N/A,0.66,N/A,4.67,N/A,4.99,N/A
9/30/2020,11:41:0,27.76,47.6,132.167,EDS-PV1,19.7,19.09,0.07,0.06,1.34,1.11,0.84,0.7,0.78,0.67
9/30/2020,11:43:18,25.61,47.6,68.501,CTRL-PV1,18.84,N/A,0.06,N/A,1.1,N/A,1.34,N/A,1.29,N/A
9/30/2020,11:43:33,25.74,47.6,72.185,CTRL-PV2,19.27,N/A,0.09,N/A,1.69,N/A,1.95,N/A,1.83,N/A
9/30/2020,12:0:2,33.7,42.8,254.709,CTRL-PV1,20.44,N/A,0.09,N/A,1.78,N/A,0.58,N/A,0.52,N/A
9/30/2020,12:0:16,33.79,42.8,257.61,CTRL-PV2,20.32,N/A,0.22,N/A,4.33,N/A,1.4,N/A,1.26,N/A
9/30/2020,12:0:31,33.71,42.8,255.062,EDS-PV1,20.26,N/A,0.08,N/A,1.57,N/A,0.51,N/A,0.46,N/A
9/30/2020,12:0:46,33.48,42.8,248.205,EDS-PV2,20.01,N/A,0.07,N/A,1.36,N/A,0.46,N/A,0.41,N/A
9/30/2020,12:1:0,33.49,42.8,248.708,EDS-PV3,19.58,N/A,0.06,N/A,1.14,N/A,0.38,N/A,0.35,N/A
9/30/2020,12:1:15,33.6,42.8,251.935,EDS-PV4,20.01,N/A,0.06,N/A,1.16,N/A,0.38,N/A,0.35,N/A
9/30/2020,12:1:29,33.73,42.8,255.78,EDS-PV5,20.32,N/A,0.2,N/A,3.93,N/A,1.28,N/A,1.15,N/A
9/30/2020,12:10:3,31.55,44.0,208.861,EDS-PV3,19.52,18.96,0.07,0.05,1.32,0.92,0.53,0.37,0.49,0.35
9/30/2020,12:12:21,27.71,44.0,95.031,CTRL-PV1,19.7,N/A,0.07,N/A,1.34,N/A,1.18,N/A,1.08,N/A
9/30/2020,12:12:35,27.93,44.0,101.563,CTRL-PV2,19.76,N/A,0.13,N/A,2.5,N/A,2.05,N/A,1.88,N/A
9/30/2020,13:0:1,24.43,44.8,21.64,EDS-PV2,16.93,16.75,0.03,0.04,0.49,0.65,1.89,2.5,2.04,2.72
9/30/2020,13:2:19,24.25,44.8,16.32,CTRL-PV1,16.75,N/A,0.04,N/A,0.65,N/A,3.32,N/A,3.6,N/A
9/30/2020,13:2:34,24.2,44.8,14.899,CTRL-PV2,16.93,N/A,0.04,N/A,0.66,N/A,3.69,N/A,3.95,N/A
9/30/2020,15:50:1,22.31,47.5,18.099,EDS-PV3,17.92,17.12,0.04,0.04,0.7,0.67,3.22,3.08,3.25,3.25
9/30/2020,15:52:19,22.18,47.5,14.225,CTRL-PV1,16.38,N/A,0.05,N/A,0.8,N/A,4.69,N/A,5.17,N/A
9/30/2020,15:52:33,22.2,47.5,14.908,CTRL-PV2,17.18,N/A,0.05,N/A,0.84,N/A,4.7,N/A,4.93,N/A
10/1/2020,10:0:0,22.9,46.7,32.507,EDS-PV4,18.78,18.72,0.05,0.04,0.92,0.73,2.36,1.87,2.26,1.81
10/1/2020,10:2:19,22.92,46.7,33.234,CTRL-PV1,18.16,N/A,0.04,N/A,0.71,N/A,1.78,N/A,1.77,N/A
10/1/2020,10:2:33,22.92,46.7,33.209,CTRL-PV2,19.58,N/A,0.07,N/A,1.34,N/A,3.36,N/A,3.1,N/A
10/1/2020,11:0:1,29.07,44.3,188.862,EDS-PV5,20.26,20.26,0.11,0.12,2.17,2.36,0.96,1.04,0.86,0.93
10/1/2020,11:2:20,29.14,44.3,190.872,CTRL-PV1,19.83,N/A,0.05,N/A,0.96,N/A,0.42,N/A,0.39,N/A
10/1/2020,11:2:34,29.14,44.3,190.824,CTRL-PV2,20.07,N/A,0.16,N/A,3.12,N/A,1.36,N/A,1.23,N/A
10/1/2020,11:41:0,32.56,39.1,229.955,EDS-PV1,20.26,19.95,0.07,0.07,1.37,1.35,0.5,0.49,0.45,0.45
10/1/2020,11:43:18,32.78,39.1,236.458,CTRL-PV1,20.26,N/A,0.07,N/A,1.37,N/A,0.48,N/A,0.44,N/A
10/1/2020,11:43:33,32.81,39.1,237.385,CTRL-PV2,20.13,N/A,0.19,N/A,3.7,N/A,1.3,N/A,1.18,N/A
10/1/2020,12:0:4,32.96,39.0,241.849,CTRL-PV1,20.44,N/A,0.12,N/A,2.38,N/A,0.82,N/A,0.73,N/A
10/1/2020,12:0:18,33.07,39.0,244.927,CTRL-PV2,20.2,N/A,0.2,N/A,3.91,N/A,1.33,N/A,1.2,N/A
10/1/2020,12:0:33,33.07,39.0,245.076,EDS-PV1,20.26,N/A,0.13,N/A,2.55,N/A,0.87,N/A,0.78,N/A
10/1/2020,12:0:48,33.11,39.0,246.191,EDS-PV2,20.13,N/A,0.06,N/A,1.17,N/A,0.4,N/A,0.36,N/A
10/1/2020,12:1:2,33.13,39.0,246.675,EDS-PV3,19.4,N/A,0.06,N/A,1.13,N/A,0.38,N/A,0.36,N/A
10/1/2020,12:1:17,33.15,39.0,247.459,EDS-PV4,19.95,N/A,0.06,N/A,1.16,N/A,0.39,N/A,0.36,N/A
10/1/2020,12:1:31,33.19,39.0,248.664,EDS-PV5,20.2,N/A,0.2,N/A,3.91,N/A,1.31,N/A,1.18,N/A
10/1/2020,12:10:0,33.48,39.2,260.168,EDS-PV3,19.21,19.15,0.06,0.06,1.11,1.11,0.36,0.36,0.34,0.34
10/1/2020,12:12:19,33.35,39.2,256.152,CTRL-PV1,20.5,N/A,0.16,N/A,3.18,N/A,1.03,N/A,0.92,N/A
10/1/2020,12:12:33,33.36,39.2,256.585,CTRL-PV2,20.26,N/A,0.22,N/A,4.31,N/A,1.4,N/A,1.26,N/A
10/1/2020,13:0:1,24.71,42.3,38.746,EDS-PV2,17.86,18.9,0.05,0.07,0.87,1.29,1.87,2.77,1.9,2.66
10/1/2020,13:2:19,31.68,42.3,245.278,CTRL-PV1,20.57,N/A,0.11,N/A,2.19,N/A,0.74,N/A,0.66,N/A
10/1/2020,13:2:33,31.77,42.3,247.952,CTRL-PV2,20.63,N/A,0.25,N/A,5.0,N/A,1.68,N/A,1.48,N/A
10/1/2020,15:50:1,22.19,49.8,20.441,EDS-PV3,18.1,16.81,0.05,0.04,0.88,0.65,3.59,2.65,3.6,2.88
10/1/2020,15:52:19,21.98,49.8,14.319,CTRL-PV1,16.44,N/A,0.04,N/A,0.64,N/A,3.72,N/A,4.11,N/A
10/1/2020,15:52:33,21.99,49.8,14.418,CTRL-PV2,16.87,N/A,0.05,N/A,0.82,N/A,4.74,N/A,5.1,N/A
10/2/2020,10:0:1,20.47,50.4,10.914,EDS-PV4,17.06,17.18,0.03,0.04,0.5,0.67,3.82,5.12,4.04,5.39
10/2/2020,10:2:19,20.44,50.4,10.124,CTRL-PV1,16.01,N/A,0.04,N/A,0.62,N/A,5.1,N/A,5.81,N/A
10/2/2020,10:2:33,20.44,50.4,10.108,CTRL-PV2,16.5,N/A,0.04,N/A,0.64,N/A,5.28,N/A,5.82,N/A
10/2/2020,11:0:2,21.99,47.6,35.331,EDS-PV5,18.78,18.35,0.06,0.05,1.1,0.9,2.59,2.12,2.5,2.08
10/2/2020,11:2:20,21.66,47.6,25.334,CTRL-PV1,17.79,N/A,0.04,N/A,0.69,N/A,2.27,N/A,2.32,N/A
10/2/2020,11:2:34,21.64,47.6,24.961,CTRL-PV2,18.04,N/A,0.05,N/A,0.88,N/A,2.94,N/A,2.95,N/A
10/2/2020,11:41:3,21.0,47.9,11.968,EDS-PV1,16.99,16.99,0.04,0.03,0.66,0.5,4.6,3.48,4.92,3.69
10/2/2020,11:43:21,21.02,47.9,12.499,CTRL-PV1,16.44,N/A,0.04,N/A,0.64,N/A,4.27,N/A,4.71,N/A
10/2/2020,11:43:35,21.02,47.9,12.504,CTRL-PV2,16.93,N/A,0.04,N/A,0.66,N/A,4.4,N/A,4.7,N/A
10/2/2020,12:0:3,20.62,48.4,9.399,CTRL-PV1,15.82,N/A,0.03,N/A,0.46,N/A,4.08,N/A,4.69,N/A
10/2/2020,12:0:18,20.62,48.4,9.613,CTRL-PV2,16.44,N/A,0.04,N/A,0.64,N/A,5.55,N/A,6.12,N/A
10/2/2020,12:0:32,20.63,48.4,9.709,EDS-PV1,16.62,N/A,0.02,N/A,0.32,N/A,2.75,N/A,3.03,N/A
10/2/2020,12:0:47,20.63,48.4,9.839,EDS-PV2,15.95,N/A,0.04,N/A,0.62,N/A,5.25,N/A,5.98,N/A
10/2/2020,12:1:1,20.64,48.4,10.004,EDS-PV3,16.26,N/A,0.04,N/A,0.63,N/A,5.25,N/A,5.88,N/A
10/2/2020,12:1:16,20.64,48.4,10.113,EDS-PV4,17.24,N/A,0.04,N/A,0.67,N/A,5.52,N/A,5.82,N/A
10/2/2020,12:1:31,20.65,48.4,10.314,EDS-PV5,16.99,N/A,0.04,N/A,0.66,N/A,5.33,N/A,5.7,N/A
10/2/2020,12:10:1,20.93,47.5,15.721,EDS-PV3,17.43,16.93,0.04,0.04,0.68,0.66,3.6,3.5,3.74,3.74
10/2/2020,12:12:19,20.89,47.5,14.62,CTRL-PV1,16.75,N/A,0.04,N/A,0.65,N/A,3.7,N/A,4.02,N/A
10/2/2020,12:12:33,20.88,47.5,14.321,CTRL-PV2,17.3,N/A,0.04,N/A,0.67,N/A,3.9,N/A,4.11,N/A
10/2/2020,13:0:3,20.63,48.4,12.617,EDS-PV2,16.62,16.56,0.04,0.04,0.65,0.65,4.29,4.29,4.66,4.66
10/2/2020,13:2:21,20.62,48.4,12.417,CTRL-PV1,16.38,N/A,0.04,N/A,0.64,N/A,4.3,N/A,4.74,N/A
10/2/2020,13:2:35,20.62,48.4,12.517,CTRL-PV2,16.93,N/A,0.04,N/A,0.66,N/A,4.39,N/A,4.7,N/A
10/2/2020,15:50:1,19.9,50.6,3.104,EDS-PV3,13.61,14.28,0.03,0.03,0.4,0.42,10.74,11.28,14.21,14.21
10/2/2020,15:52:19,19.93,50.6,3.705,CTRL-PV1,13.24,N/A,0.03,N/A,0.39,N/A,8.77,N/A,11.91,N/A
10/2/2020,15:52:33,19.93,50.6,3.705,CTRL-PV2,14.65,N/A,0.03,N/A,0.43,N/A,9.67,N/A,11.91,N/A
10/3/2020,10:0:1,23.81,37.6,35.766,EDS-PV4,18.78,18.72,0.05,0.05,0.91,0.91,2.12,2.12,2.06,2.06
10/3/2020,10:2:19,23.83,37.6,36.54,CTRL-PV1,18.41,N/A,0.04,N/A,0.72,N/A,1.64,N/A,1.61,N/A
10/3/2020,10:2:33,23.83,37.6,36.566,CTRL-PV2,19.64,N/A,0.08,N/A,1.53,N/A,3.49,N/A,3.22,N/A
10/3/2020,11:0:1,30.52,32.4,190.199,EDS-PV5,20.07,20.01,0.12,0.14,2.34,2.72,1.03,1.19,0.93,1.08
10/3/2020,11:2:19,30.38,32.4,186.075,CTRL-PV1,19.89,N/A,0.06,N/A,1.16,N/A,0.52,N/A,0.47,N/A
10/3/2020,11:2:33,30.58,32.4,192.097,CTRL-PV2,20.01,N/A,0.16,N/A,3.11,N/A,1.35,N/A,1.22,N/A
10/3/2020,11:41:1,33.72,29.2,237.763,EDS-PV1,20.2,18.84,0.1,0.06,1.95,1.09,0.68,0.38,0.62,0.37
10/3/2020,11:43:20,33.84,29.2,241.273,CTRL-PV1,20.38,N/A,0.12,N/A,2.37,N/A,0.82,N/A,0.73,N/A
10/3/2020,11:43:34,33.86,29.2,241.782,CTRL-PV2,20.07,N/A,0.2,N/A,3.88,N/A,1.34,N/A,1.22,N/A
10/3/2020,12:0:1,34.42,28.5,246.444,CTRL-PV1,20.44,N/A,0.16,N/A,3.16,N/A,1.07,N/A,0.95,N/A
10/3/2020,12:0:15,34.47,28.5,247.9,CTRL-PV2,20.13,N/A,0.21,N/A,4.09,N/A,1.37,N/A,1.25,N/A
10/3/2020,12:0:30,34.5,28.5,248.932,EDS-PV1,20.2,N/A,0.13,N/A,2.54,N/A,0.85,N/A,0.77,N/A
10/3/2020,12:0:45,34.55,28.5,250.312,EDS-PV2,20.13,N/A,0.08,N/A,1.56,N/A,0.52,N/A,0.47,N/A
10/3/2020,12:0:59,34.57,28.5,251.05,EDS-PV3,19.33,N/A,0.06,N/A,1.12,N/A,0.37,N/A,0.35,N/A
10/3/2020,12:1:14,34.57,28.5,251.102,EDS-PV4,19.89,N/A,0.06,N/A,1.15,N/A,0.38,N/A,0.35,N/A
10/3/2020,12:1:28,34.55,28.5,250.344,EDS-PV5,20.13,N/A,0.21,N/A,4.09,N/A,1.36,N/A,1.23,N/A
