Date,Time,Temperature(C),Humidity(%),GPOA(W/M2),EDS/CTRL(#),Voc_Before(V),Voc_After(V),Isc_Before(A),Isc_After(A),Pout_Before(W),Pout_After(W),PR_Before,PR_After,SI_Before,SI_After
10/19/2020,11:0:0,33.13,26.1,184.56,EDS-PV5,19.95,19.89,0.19,0.2,3.67,3.85,1.66,1.74,1.51,1.59
10/19/2020,11:2:18,33.08,26.1,183.015,CTRL-PV1,19.89,N/A,0.09,N/A,1.73,N/A,0.79,N/A,0.72,N/A
10/19/2020,11:2:33,33.27,26.1,188.687,CTRL-PV2,19.89,N/A,0.23,N/A,4.43,N/A,1.96,N/A,1.79,N/A
10/19/2020,11:41:4,28.92,27.9,107.391,EDS-PV1,19.21,19.52,0.08,0.08,1.49,1.52,1.16,1.18,1.1,1.1
10/19/2020,11:43:22,30.35,27.9,149.508,CTRL-PV1,19.76,N/A,0.1,N/A,1.92,N/A,1.07,N/A,0.98,N/A
10/19/2020,11:43:36,30.33,27.9,148.918,CTRL-PV2,19.76,N/A,0.18,N/A,3.45,N/A,1.93,N/A,1.78,N/A
10/19/2020,12:0:1,33.3,27.4,222.264,CTRL-PV1,20.01,N/A,0.11,N/A,2.13,N/A,0.8,N/A,0.73,N/A
10/19/2020,12:0:16,33.38,27.4,224.569,CTRL-PV2,20.13,N/A,0.22,N/A,4.29,N/A,1.59,N/A,1.44,N/A
10/19/2020,12:0:30,33.5,27.4,228.0,EDS-PV1,19.76,N/A,0.09,N/A,1.72,N/A,0.63,N/A,0.58,N/A
10/19/2020,12:0:45,33.51,27.4,228.491,EDS-PV2,19.7,N/A,0.11,N/A,2.1,N/A,0.77,N/A,0.71,N/A
10/19/2020,12:0:59,32.88,27.4,209.86,EDS-PV3,19.15,N/A,0.12,N/A,2.22,N/A,0.88,N/A,0.84,N/A
10/19/2020,12:1:14,33.65,27.4,232.553,EDS-PV4,20.01,N/A,0.11,N/A,2.13,N/A,0.76,N/A,0.7,N/A
10/19/2020,12:1:29,33.66,27.4,232.942,EDS-PV5,20.2,N/A,0.28,N/A,5.47,N/A,1.96,N/A,1.77,N/A
10/19/2020,12:10:2,33.98,26.9,230.511,EDS-PV3,19.03,19.03,0.08,0.09,1.47,1.65,0.53,0.6,0.51,0.57
10/19/2020,12:12:20,34.11,26.9,234.401,CTRL-PV1,19.89,N/A,0.11,N/A,2.12,N/A,0.75,N/A,0.69,N/A
10/19/2020,12:12:34,34.06,26.9,232.975,CTRL-PV2,20.07,N/A,0.23,N/A,4.46,N/A,1.6,N/A,1.45,N/A
10/19/2020,13:0:0,34.2,27.1,228.246,EDS-PV2,19.4,19.4,0.09,0.09,1.69,1.69,0.62,0.62,0.58,0.58
10/19/2020,13:2:19,34.38,27.1,233.492,CTRL-PV1,19.95,N/A,0.09,N/A,1.74,N/A,0.62,N/A,0.57,N/A
10/19/2020,13:2:33,34.56,27.1,238.768,CTRL-PV2,20.07,N/A,0.24,N/A,4.66,N/A,1.63,N/A,1.48,N/A
10/19/2020,15:50:3,23.33,34.9,21.558,EDS-PV3,18.9,19.27,0.07,0.11,1.29,2.07,4.99,8.0,4.78,7.5
10/19/2020,15:52:21,23.34,34.9,21.864,CTRL-PV1,17.36,N/A,0.06,N/A,1.01,N/A,3.85,N/A,4.04,N/A
10/19/2020,15:52:35,23.33,34.9,21.708,CTRL-PV2,19.52,N/A,0.15,N/A,2.86,N/A,10.98,N/A,10.16,N/A
10/20/2020,10:0:5,20.57,51.1,10.888,EDS-PV4,17.49,17.36,0.07,0.07,1.19,1.19,9.11,9.11,9.45,9.45
10/20/2020,10:2:23,20.54,51.1,10.196,CTRL-PV1,16.26,N/A,0.06,N/A,0.95,N/A,7.76,N/A,8.65,N/A
10/20/2020,10:2:38,20.54,51.1,10.214,CTRL-PV2,16.75,N/A,0.08,N/A,1.31,N/A,10.69,N/A,11.52,N/A
10/20/2020,11:0:2,21.02,52.2,18.224,EDS-PV5,18.23,17.98,0.13,0.1,2.31,1.75,10.56,8.0,10.49,8.07
10/20/2020,11:2:20,20.91,52.2,15.238,CTRL-PV1,16.99,N/A,0.07,N/A,1.16,N/A,6.34,N/A,6.76,N/A
10/20/2020,11:2:34,20.91,52.2,15.248,CTRL-PV2,17.55,N/A,0.12,N/A,2.05,N/A,11.2,N/A,11.57,N/A
10/20/2020,11:41:0,21.56,51.5,25.432,EDS-PV1,18.16,18.47,0.1,0.11,1.77,1.98,5.8,6.49,5.78,6.36
10/20/2020,11:43:19,21.75,51.5,31.128,CTRL-PV1,18.35,N/A,0.13,N/A,2.33,N/A,6.24,N/A,6.14,N/A
10/20/2020,11:43:33,21.58,51.5,26.131,CTRL-PV2,18.35,N/A,0.19,N/A,3.4,N/A,10.84,N/A,10.69,N/A
10/20/2020,12:0:5,22.18,50.5,34.885,CTRL-PV1,18.47,N/A,0.16,N/A,2.88,N/A,6.88,N/A,6.74,N/A
10/20/2020,12:0:20,22.28,50.5,37.822,CTRL-PV2,18.59,N/A,0.26,N/A,4.72,N/A,10.4,N/A,10.11,N/A
10/20/2020,12:0:35,22.29,50.5,38.241,EDS-PV1,18.47,N/A,0.06,N/A,1.08,N/A,2.35,N/A,2.31,N/A
10/20/2020,12:0:49,22.27,50.5,37.526,EDS-PV2,18.23,N/A,0.16,N/A,2.84,N/A,6.31,N/A,6.27,N/A
10/20/2020,12:1:4,22.02,50.5,30.236,EDS-PV3,18.16,N/A,0.15,N/A,2.66,N/A,7.33,N/A,7.3,N/A
10/20/2020,12:1:18,21.82,50.5,24.346,EDS-PV4,18.47,N/A,0.08,N/A,1.44,N/A,4.93,N/A,4.83,N/A
10/20/2020,12:1:33,21.73,50.5,21.739,EDS-PV5,18.35,N/A,0.07,N/A,1.25,N/A,4.79,N/A,4.74,N/A
10/20/2020,12:10:1,23.59,48.6,64.907,EDS-PV3,18.96,19.64,0.1,0.09,1.85,1.72,2.38,2.21,2.27,2.04
10/20/2020,12:12:19,27.0,48.6,165.977,CTRL-PV1,20.01,N/A,0.32,N/A,6.23,N/A,3.13,N/A,2.84,N/A
10/20/2020,12:12:34,24.35,48.6,87.266,CTRL-PV2,19.64,N/A,0.27,N/A,5.17,N/A,4.94,N/A,4.55,N/A
10/20/2020,13:0:2,27.79,39.9,91.51,EDS-PV2,19.03,19.21,0.14,0.12,2.59,2.24,2.36,2.04,2.25,1.93
10/20/2020,13:2:20,30.77,39.9,179.786,CTRL-PV1,19.83,N/A,0.14,N/A,2.69,N/A,1.25,N/A,1.15,N/A
10/20/2020,13:2:34,27.88,39.9,94.341,CTRL-PV2,19.27,N/A,0.25,N/A,4.68,N/A,4.13,N/A,3.9,N/A
10/20/2020,15:50:3,22.3,50.7,26.771,EDS-PV3,18.78,18.53,0.08,0.07,1.47,1.27,4.58,3.95,4.39,3.85
10/20/2020,15:52:21,22.3,50.7,26.647,CTRL-PV1,17.86,N/A,0.12,N/A,2.09,N/A,6.54,N/A,6.62,N/A
10/20/2020,15:52:35,22.31,50.7,26.96,CTRL-PV2,18.66,N/A,0.33,N/A,6.01,N/A,18.58,N/A,18.0,N/A
10/21/2020,10:0:0,20.36,52.9,10.814,EDS-PV4,17.49,17.49,0.11,0.09,1.88,1.54,14.49,11.87,14.96,12.24
10/21/2020,10:2:18,20.31,52.9,9.138,CTRL-PV1,16.19,N/A,0.08,N/A,1.26,N/A,11.49,N/A,12.87,N/A
10/21/2020,10:2:32,20.29,52.9,8.721,CTRL-PV2,16.44,N/A,0.12,N/A,1.92,N/A,18.35,N/A,20.24,N/A
10/21/2020,11:0:1,21.03,52.8,18.731,EDS-PV5,18.1,18.16,0.08,0.19,1.41,3.37,6.27,14.99,6.28,14.92
10/21/2020,11:2:19,21.03,52.8,18.549,CTRL-PV1,17.55,N/A,0.12,N/A,2.05,N/A,9.21,N/A,9.51,N/A
10/21/2020,11:2:33,21.02,52.8,18.226,CTRL-PV2,17.73,N/A,0.17,N/A,2.94,N/A,13.44,N/A,13.72,N/A
10/21/2020,11:41:3,20.87,52.8,16.971,EDS-PV1,17.61,17.18,0.11,0.06,1.89,1.01,9.28,4.96,9.53,5.2
10/21/2020,11:43:21,20.7,52.8,11.816,CTRL-PV1,16.81,N/A,0.09,N/A,1.48,N/A,10.44,N/A,11.2,N/A
10/21/2020,11:43:35,20.7,52.8,11.715,CTRL-PV2,16.93,N/A,0.12,N/A,1.98,N/A,14.08,N/A,15.06,N/A
10/21/2020,12:0:1,20.66,53.6,10.714,CTRL-PV1,16.56,N/A,0.09,N/A,1.45,N/A,11.28,N/A,12.35,N/A
10/21/2020,12:0:16,20.67,53.6,10.914,CTRL-PV2,16.87,N/A,0.13,N/A,2.14,N/A,16.34,N/A,17.52,N/A
10/21/2020,12:0:31,20.67,53.6,10.999,EDS-PV1,16.99,N/A,0.05,N/A,0.83,N/A,6.29,N/A,6.69,N/A
10/21/2020,12:0:45,20.68,53.6,11.113,EDS-PV2,16.44,N/A,0.07,N/A,1.12,N/A,8.4,N/A,9.26,N/A
10/21/2020,12:1:0,20.67,53.6,10.954,EDS-PV3,16.62,N/A,0.08,N/A,1.3,N/A,9.89,N/A,10.74,N/A
10/21/2020,12:1:14,20.67,53.6,10.914,EDS-PV4,17.55,N/A,0.06,N/A,1.03,N/A,7.86,N/A,8.08,N/A
10/21/2020,12:1:29,20.66,53.6,10.814,EDS-PV5,17.36,N/A,0.1,N/A,1.69,N/A,13.02,N/A,13.6,N/A
10/21/2020,12:10:0,20.42,52.7,9.546,EDS-PV3,16.38,16.56,0.08,0.12,1.28,1.94,11.17,16.94,12.32,18.49
10/21/2020,12:12:19,20.45,52.7,10.409,CTRL-PV1,16.56,N/A,0.11,N/A,1.78,N/A,14.25,N/A,15.54,N/A
10/21/2020,12:12:33,20.45,52.7,10.414,CTRL-PV2,16.75,N/A,0.14,N/A,2.29,N/A,18.32,N/A,19.77,N/A
10/21/2020,13:0:2,20.44,53.2,10.214,EDS-PV2,16.26,16.19,0.12,0.07,1.9,1.1,15.5,8.97,17.28,10.08
10/21/2020,13:2:21,20.43,53.2,9.813,CTRL-PV1,16.32,N/A,0.04,N/A,0.64,N/A,5.43,N/A,5.99,N/A
10/21/2020,13:2:35,20.43,53.2,9.813,CTRL-PV2,16.69,N/A,0.11,N/A,1.79,N/A,15.2,N/A,16.48,N/A
10/21/2020,15:50:1,23.08,48.8,20.221,EDS-PV3,19.46,19.58,0.13,0.23,2.47,4.39,10.18,18.09,9.45,16.73
10/21/2020,15:52:19,23.09,48.8,20.323,CTRL-PV1,17.49,N/A,0.15,N/A,2.55,N/A,10.46,N/A,10.85,N/A
10/21/2020,15:52:33,23.09,48.8,20.426,CTRL-PV2,19.7,N/A,0.16,N/A,3.08,N/A,12.57,N/A,11.52,N/A
10/22/2020,10:0:1,28.13,43.6,122.234,EDS-PV4,18.78,18.72,0.13,0.2,2.37,3.63,1.62,2.47,1.56,2.41
10/22/2020,10:2:19,28.27,43.6,126.537,CTRL-PV1,18.9,N/A,0.17,N/A,3.12,N/A,2.05,N/A,1.98,N/A
10/22/2020,10:2:33,28.28,43.6,126.885,CTRL-PV2,19.7,N/A,0.22,N/A,4.21,N/A,2.76,N/A,2.55,N/A
10/22/2020,11:0:2,32.14,39.6,193.845,EDS-PV5,20.07,20.07,0.2,0.23,3.89,4.47,1.67,1.92,1.52,1.74
10/22/2020,11:2:20,32.31,39.6,198.88,CTRL-PV1,19.95,N/A,0.12,N/A,2.32,N/A,0.97,N/A,0.89,N/A
10/22/2020,11:2:34,32.33,39.6,199.459,CTRL-PV2,20.01,N/A,0.23,N/A,4.46,N/A,1.86,N/A,1.7,N/A
10/22/2020,11:41:1,33.7,37.3,225.222,EDS-PV1,19.7,19.64,0.12,0.1,2.29,1.9,0.85,0.7,0.78,0.65
10/22/2020,11:43:19,33.56,37.3,220.889,CTRL-PV1,19.89,N/A,0.09,N/A,1.73,N/A,0.65,N/A,0.6,N/A
10/22/2020,11:43:33,33.62,37.3,222.906,CTRL-PV2,20.07,N/A,0.22,N/A,4.27,N/A,1.6,N/A,1.45,N/A
10/22/2020,12:0:4,34.28,38.9,236.412,CTRL-PV1,19.89,N/A,0.1,N/A,1.92,N/A,0.68,N/A,0.62,N/A
10/22/2020,12:0:18,34.27,38.9,236.24,CTRL-PV2,20.07,N/A,0.23,N/A,4.46,N/A,1.57,N/A,1.43,N/A
10/22/2020,12:0:33,34.27,38.9,236.186,EDS-PV1,19.64,N/A,0.08,N/A,1.52,N/A,0.54,N/A,0.5,N/A
10/22/2020,12:0:48,34.26,38.9,235.74,EDS-PV2,19.52,N/A,0.08,N/A,1.51,N/A,0.53,N/A,0.5,N/A
10/22/2020,12:1:2,34.26,38.9,235.964,EDS-PV3,19.09,N/A,0.1,N/A,1.84,N/A,0.65,N/A,0.62,N/A
10/22/2020,12:1:17,34.26,38.9,235.898,EDS-PV4,19.95,N/A,0.08,N/A,1.54,N/A,0.54,N/A,0.5,N/A
10/22/2020,12:1:31,34.24,38.9,235.395,EDS-PV5,20.13,N/A,0.22,N/A,4.28,N/A,1.52,N/A,1.37,N/A
10/22/2020,12:10:1,33.93,39.6,232.062,EDS-PV3,18.9,19.15,0.09,0.1,1.64,1.85,0.59,0.66,0.57,0.63
10/22/2020,12:12:19,34.05,39.6,235.565,CTRL-PV1,19.83,N/A,0.11,N/A,2.11,N/A,0.75,N/A,0.69,N/A
10/22/2020,12:12:33,34.05,39.6,235.544,CTRL-PV2,20.07,N/A,0.24,N/A,4.66,N/A,1.65,N/A,1.5,N/A
10/22/2020,13:0:1,34.54,39.0,249.978,EDS-PV2,19.33,19.33,0.1,0.11,1.87,2.05,0.62,0.68,0.59,0.65
10/22/2020,13:2:19,34.53,39.0,249.717,CTRL-PV1,19.58,N/A,0.1,N/A,1.89,N/A,0.63,N/A,0.59,N/A
10/22/2020,13:2:33,34.53,39.0,249.795,CTRL-PV2,19.95,N/A,0.23,N/A,4.44,N/A,1.48,N/A,1.35,N/A
10/22/2020,15:50:1,23.3,45.3,20.856,EDS-PV3,19.46,19.46,0.1,0.1,1.9,1.9,7.59,7.59,7.05,7.05
10/22/2020,15:52:19,23.28,45.3,20.222,CTRL-PV1,17.36,N/A,0.06,N/A,1.01,N/A,4.16,N/A,4.36,N/A
10/22/2020,15:52:34,23.28,45.3,20.168,CTRL-PV2,19.58,N/A,0.15,N/A,2.87,N/A,11.86,N/A,10.94,N/A
10/23/2020,10:0:2,20.51,52.3,12.116,EDS-PV4,17.61,17.67,0.06,0.06,1.03,1.03,7.08,7.08,7.28,7.28
10/23/2020,10:2:20,20.57,52.3,14.019,CTRL-PV1,16.99,N/A,0.06,N/A,0.99,N/A,5.88,N/A,6.29,N/A
10/23/2020,10:2:34,20.58,52.3,14.129,CTRL-PV2,17.24,N/A,0.05,N/A,0.84,N/A,4.95,N/A,5.2,N/A
10/23/2020,11:0:1,31.44,39.4,202.593,EDS-PV5,20.44,20.44,0.18,0.18,3.57,3.57,1.47,1.47,1.31,1.31
10/23/2020,11:2:19,30.26,39.4,167.66,CTRL-PV1,19.7,N/A,0.08,N/A,1.53,N/A,0.76,N/A,0.7,N/A
10/23/2020,11:2:34,29.16,39.4,135.243,CTRL-PV2,19.83,N/A,0.15,N/A,2.89,N/A,1.78,N/A,1.63,N/A
10/23/2020,11:41:3,24.66,44.5,58.077,EDS-PV1,18.9,19.03,0.06,0.06,1.1,1.11,1.58,1.59,1.52,1.52
10/23/2020,11:43:21,24.69,44.5,58.903,CTRL-PV1,19.03,N/A,0.07,N/A,1.3,N/A,1.84,N/A,1.75,N/A
10/23/2020,11:43:35,24.59,44.5,55.948,CTRL-PV2,19.03,N/A,0.11,N/A,2.04,N/A,3.04,N/A,2.89,N/A
10/23/2020,12:0:1,26.26,45.0,102.54,CTRL-PV1,19.58,N/A,0.09,N/A,1.71,N/A,1.39,N/A,1.29,N/A
10/23/2020,12:0:15,27.98,45.0,153.396,CTRL-PV2,20.2,N/A,0.16,N/A,3.14,N/A,1.71,N/A,1.53,N/A
10/23/2020,12:0:30,30.22,45.0,219.746,EDS-PV1,19.95,N/A,0.09,N/A,1.74,N/A,0.66,N/A,0.6,N/A
10/23/2020,12:0:45,30.79,45.0,236.669,EDS-PV2,19.89,N/A,0.1,N/A,1.93,N/A,0.68,N/A,0.62,N/A
10/23/2020,12:0:59,31.09,45.0,245.496,EDS-PV3,19.58,N/A,0.11,N/A,2.09,N/A,0.71,N/A,0.66,N/A
10/23/2020,12:1:14,31.34,45.0,253.002,EDS-PV4,20.5,N/A,0.12,N/A,2.39,N/A,0.79,N/A,0.7,N/A
10/23/2020,12:1:28,31.43,45.0,255.571,EDS-PV5,20.44,N/A,0.24,N/A,4.76,N/A,1.55,N/A,1.38,N/A
10/23/2020,12:10:1,29.58,41.7,156.563,EDS-PV3,19.09,19.27,0.08,0.07,1.48,1.31,0.79,0.7,0.75,0.66
10/23/2020,12:12:19,31.69,41.7,218.975,CTRL-PV1,20.07,N/A,0.1,N/A,1.95,N/A,0.74,N/A,0.67,N/A
10/23/2020,12:12:33,31.97,41.7,227.249,CTRL-PV2,20.38,N/A,0.22,N/A,4.35,N/A,1.6,N/A,1.42,N/A
10/23/2020,13:0:5,22.86,49.2,34.371,EDS-PV2,18.04,18.35,0.05,0.06,0.88,1.07,2.13,2.59,2.14,2.57
10/23/2020,13:2:24,23.09,49.2,41.041,CTRL-PV1,18.59,N/A,0.08,N/A,1.45,N/A,2.94,N/A,2.87,N/A
10/23/2020,13:2:38,23.09,49.2,41.072,CTRL-PV2,18.78,N/A,0.08,N/A,1.46,N/A,2.96,N/A,2.86,N/A
10/23/2020,15:50:2,23.23,44.3,21.633,EDS-PV3,19.52,19.52,0.06,0.08,1.14,1.52,4.39,5.86,4.08,5.44
10/23/2020,15:52:21,23.21,44.3,21.079,CTRL-PV1,17.43,N/A,0.06,N/A,1.02,N/A,4.03,N/A,4.19,N/A
10/23/2020,15:52:35,23.21,44.3,20.994,CTRL-PV2,19.52,N/A,0.13,N/A,2.48,N/A,9.84,N/A,9.11,N/A
10/24/2020,10:0:1,28.41,40.6,130.552,EDS-PV4,18.96,18.78,0.12,0.1,2.21,1.82,1.41,1.16,1.35,1.13
10/24/2020,10:2:20,27.63,40.6,107.697,CTRL-PV1,19.15,N/A,0.12,N/A,2.23,N/A,1.73,N/A,1.64,N/A
10/24/2020,10:2:34,28.76,40.6,141.001,CTRL-PV2,19.89,N/A,0.17,N/A,3.28,N/A,1.94,N/A,1.77,N/A
10/24/2020,11:0:2,21.88,49.0,17.307,EDS-PV5,17.73,18.04,0.07,0.08,1.21,1.41,5.83,6.79,5.95,6.8
10/24/2020,11:2:20,21.98,49.0,20.027,CTRL-PV1,17.3,N/A,0.07,N/A,1.18,N/A,4.91,N/A,5.14,N/A
10/24/2020,11:2:34,21.98,49.0,20.024,CTRL-PV2,17.73,N/A,0.09,N/A,1.56,N/A,6.49,N/A,6.61,N/A
10/24/2020,11:41:1,21.5,50.0,11.995,EDS-PV1,16.93,16.99,0.04,0.04,0.66,0.66,4.59,4.59,4.9,4.9
10/24/2020,11:43:19,21.53,50.0,12.816,CTRL-PV1,16.44,N/A,0.05,N/A,0.8,N/A,5.2,N/A,5.74,N/A
10/24/2020,11:43:33,21.54,50.0,12.906,CTRL-PV2,17.06,N/A,0.08,N/A,1.33,N/A,8.59,N/A,9.12,N/A
10/24/2020,12:0:1,21.49,51.2,14.423,CTRL-PV1,16.75,N/A,0.05,N/A,0.82,N/A,4.74,N/A,5.1,N/A
10/24/2020,12:0:15,21.48,51.2,14.296,CTRL-PV2,17.24,N/A,0.1,N/A,1.68,N/A,9.79,N/A,10.29,N/A
10/24/2020,12:0:30,21.47,51.2,14.015,EDS-PV1,17.18,N/A,0.05,N/A,0.84,N/A,4.99,N/A,5.25,N/A
10/24/2020,12:0:45,21.46,51.2,13.658,EDS-PV2,16.56,N/A,0.05,N/A,0.81,N/A,4.94,N/A,5.38,N/A
10/24/2020,12:0:59,21.45,51.2,13.309,EDS-PV3,16.75,N/A,0.06,N/A,0.98,N/A,6.14,N/A,6.63,N/A
10/24/2020,12:1:14,21.44,51.2,13.017,EDS-PV4,17.61,N/A,0.05,N/A,0.86,N/A,5.51,N/A,5.65,N/A
10/24/2020,12:1:28,21.43,51.2,12.78,EDS-PV5,17.43,N/A,0.07,N/A,1.19,N/A,7.76,N/A,8.05,N/A
10/24/2020,12:10:1,21.39,50.2,14.607,EDS-PV3,16.99,16.99,0.05,0.05,0.83,0.83,4.74,4.74,5.03,5.03
10/24/2020,12:12:20,21.39,50.2,14.643,CTRL-PV1,16.75,N/A,0.05,N/A,0.82,N/A,4.67,N/A,5.02,N/A
10/24/2020,12:12:34,21.41,50.2,15.207,CTRL-PV2,17.55,N/A,0.12,N/A,2.05,N/A,11.23,N/A,11.6,N/A
10/24/2020,13:0:1,29.44,44.3,181.855,EDS-PV2,19.76,19.83,0.25,0.13,4.79,2.5,2.19,1.15,2.02,1.05
10/24/2020,13:2:19,31.39,44.3,239.704,CTRL-PV1,19.89,N/A,0.11,N/A,2.12,N/A,0.74,N/A,0.67,N/A
10/24/2020,13:2:34,28.2,44.3,145.108,CTRL-PV2,19.76,N/A,0.17,N/A,3.26,N/A,1.87,N/A,1.72,N/A
10/24/2020,15:50:2,20.65,53.0,7.31,EDS-PV3,15.52,15.45,0.04,0.04,0.6,0.6,6.84,6.84,8.05,8.05
10/24/2020,15:52:20,20.63,53.0,6.813,CTRL-PV1,15.09,N/A,0.04,N/A,0.59,N/A,7.22,N/A,8.63,N/A
10/24/2020,15:52:34,20.63,53.0,6.909,CTRL-PV2,15.76,N/A,0.05,N/A,0.77,N/A,9.29,N/A,10.64,N/A
10/25/2020,10:0:1,21.32,23.2,15.521,EDS-PV4,17.86,17.73,0.11,0.09,1.92,1.56,10.31,8.38,10.42,8.53
10/25/2020,10:2:19,21.31,23.2,15.12,CTRL-PV1,16.93,N/A,0.07,N/A,1.15,N/A,6.34,N/A,6.81,N/A
10/25/2020,10:2:33,21.3,23.2,14.81,CTRL-PV2,17.3,N/A,0.11,N/A,1.86,N/A,10.47,N/A,10.92,N/A
10/25/2020,11:0:2,21.67,23.1,16.823,EDS-PV5,17.79,17.79,0.14,0.12,2.43,2.08,12.04,10.3,12.24,10.49
10/25/2020,11:2:20,21.68,23.1,17.042,CTRL-PV1,17.18,N/A,0.08,N/A,1.34,N/A,6.55,N/A,6.9,N/A
10/25/2020,11:2:34,21.66,23.1,16.523,CTRL-PV2,17.43,N/A,0.1,N/A,1.7,N/A,8.57,N/A,8.9,N/A
10/25/2020,11:41:1,23.2,22.8,50.433,EDS-PV1,18.84,18.59,0.12,0.05,2.2,0.91,3.64,1.5,3.5,1.46
10/25/2020,11:43:19,22.82,22.8,39.238,CTRL-PV1,18.47,N/A,0.05,N/A,0.9,N/A,1.91,N/A,1.87,N/A
10/25/2020,11:43:33,22.8,22.8,38.443,CTRL-PV2,18.78,N/A,0.11,N/A,2.01,N/A,4.36,N/A,4.21,N/A
10/25/2020,12:0:4,24.22,22.4,71.639,CTRL-PV1,19.27,N/A,0.1,N/A,1.88,N/A,2.19,N/A,2.05,N/A
10/25/2020,12:0:18,25.3,22.4,103.837,CTRL-PV2,20.07,N/A,0.17,N/A,3.32,N/A,2.66,N/A,2.41,N/A
10/25/2020,12:0:33,24.67,22.4,85.142,EDS-PV1,19.27,N/A,0.09,N/A,1.69,N/A,1.65,N/A,1.55,N/A
10/25/2020,12:0:48,24.41,22.4,77.296,EDS-PV2,19.09,N/A,0.09,N/A,1.67,N/A,1.8,N/A,1.71,N/A
10/25/2020,12:1:2,24.23,22.4,72.117,EDS-PV3,18.53,N/A,0.09,N/A,1.62,N/A,1.87,N/A,1.84,N/A
10/25/2020,12:1:17,23.43,22.4,48.21,EDS-PV4,18.9,N/A,0.1,N/A,1.84,N/A,3.18,N/A,3.05,N/A
10/25/2020,12:1:31,23.13,22.4,39.535,EDS-PV5,18.72,N/A,0.11,N/A,2.01,N/A,4.24,N/A,4.09,N/A
10/25/2020,12:10:2,23.55,22.0,36.978,EDS-PV3,18.29,18.59,0.11,0.12,1.96,2.17,4.42,4.89,4.37,4.77
10/25/2020,12:12:20,24.17,22.0,55.358,CTRL-PV1,18.96,N/A,0.09,N/A,1.66,N/A,2.5,N/A,2.39,N/A
10/25/2020,12:12:34,24.21,22.0,56.45,CTRL-PV2,19.15,N/A,0.11,N/A,2.05,N/A,3.03,N/A,2.87,N/A
10/25/2020,13:0:3,23.13,23.0,15.624,EDS-PV2,16.75,16.75,0.09,0.1,1.47,1.63,7.84,8.69,8.47,9.41
10/25/2020,13:2:21,23.14,23.0,15.916,CTRL-PV1,16.75,N/A,0.12,N/A,1.95,N/A,10.21,N/A,11.09,N/A
10/25/2020,13:2:35,23.13,23.0,15.819,CTRL-PV2,17.12,N/A,0.15,N/A,2.5,N/A,13.17,N/A,13.94,N/A
10/25/2020,15:50:1,22.2,25.5,8.812,EDS-PV3,15.95,15.82,0.04,0.05,0.62,0.77,5.86,7.28,6.68,8.34
10/25/2020,15:52:19,22.18,25.5,8.211,CTRL-PV1,15.52,N/A,0.06,N/A,0.9,N/A,9.13,N/A,10.75,N/A
10/25/2020,15:52:33,22.18,25.5,8.156,CTRL-PV2,15.89,N/A,0.06,N/A,0.93,N/A,9.5,N/A,10.82,N/A
10/26/2020,10:0:1,22.36,31.5,4.868,EDS-PV4,15.89,15.95,0.05,0.05,0.77,0.78,13.18,13.35,15.1,15.1
10/26/2020,10:2:19,22.37,31.5,5.106,CTRL-PV1,14.78,N/A,0.05,N/A,0.72,N/A,11.75,N/A,14.4,N/A
10/26/2020,10:2:33,22.37,31.5,5.106,CTRL-PV2,14.96,N/A,0.09,N/A,1.31,N/A,21.38,N/A,25.92,N/A
10/26/2020,11:0:1,22.82,32.7,9.612,EDS-PV5,16.87,17.06,0.09,0.08,1.48,1.33,12.83,11.53,13.77,12.24
10/26/2020,11:2:20,22.86,32.7,10.814,CTRL-PV1,16.38,N/A,0.12,N/A,1.91,N/A,14.72,N/A,16.32,N/A
10/26/2020,11:2:34,22.87,32.7,10.903,CTRL-PV2,16.69,N/A,0.07,N/A,1.14,N/A,8.71,N/A,9.44,N/A
10/26/2020,11:41:0,22.33,34.0,12.816,EDS-PV1,17.12,16.99,0.13,0.13,2.17,2.15,14.11,13.98,14.92,14.92
10/26/2020,11:43:18,22.34,34.0,12.992,CTRL-PV1,16.75,N/A,0.1,N/A,1.63,N/A,10.46,N/A,11.32,N/A
10/26/2020,11:43:33,22.33,34.0,12.803,CTRL-PV2,17.06,N/A,0.11,N/A,1.83,N/A,11.91,N/A,12.63,N/A
10/26/2020,12:0:2,21.67,35.9,8.01,CTRL-PV1,15.76,N/A,0.11,N/A,1.69,N/A,17.58,N/A,20.2,N/A
10/26/2020,12:0:17,21.67,35.9,8.01,CTRL-PV2,16.07,N/A,0.1,N/A,1.56,N/A,16.23,N/A,18.36,N/A
10/26/2020,12:0:32,21.67,35.9,7.936,EDS-PV1,16.38,N/A,0.06,N/A,0.96,N/A,10.08,N/A,11.12,N/A
10/26/2020,12:0:46,21.67,35.9,7.91,EDS-PV2,15.58,N/A,0.09,N/A,1.36,N/A,14.33,N/A,16.73,N/A
10/26/2020,12:1:1,21.66,35.9,7.792,EDS-PV3,15.82,N/A,0.08,N/A,1.23,N/A,13.15,N/A,15.1,N/A
10/26/2020,12:1:15,21.66,35.9,7.718,EDS-PV4,16.69,N/A,0.07,N/A,1.14,N/A,12.31,N/A,13.34,N/A
10/26/2020,12:1:30,21.66,35.9,7.71,EDS-PV5,16.44,N/A,0.11,N/A,1.76,N/A,19.02,N/A,20.98,N/A
